Date,Load,Zone
3/26/2017 1:00:00 AM,4456,N.Y.C.
3/26/2017 1:00:00 AM,461,North
3/26/2017 1:00:00 AM,1418,West
3/26/2017 1:00:00 AM,13231,NYISO
3/26/2017 2:00:00 AM,1014,Capitl
3/26/2017 2:00:00 AM,1350,Centrl
3/26/2017 2:00:00 AM,464,Dunwod
3/26/2017 2:00:00 AM,787,Genese
3/26/2017 2:00:00 AM,747,Hud Vl
3/26/2017 2:00:00 AM,1593,Longil
3/26/2017 2:00:00 AM,557,Mhk Vl
3/26/2017 2:00:00 AM,231,Millwd
3/26/2017 2:00:00 AM,4292,N.Y.C.
3/26/2017 2:00:00 AM,458,North
3/26/2017 2:00:00 AM,1397,West
3/26/2017 2:00:00 AM,12890,NYISO
3/26/2017 3:00:00 AM,1011,Capitl
3/26/2017 3:00:00 AM,1348,Centrl
3/26/2017 3:00:00 AM,455,Dunwod
3/26/2017 3:00:00 AM,786,Genese
3/26/2017 3:00:00 AM,747,Hud Vl
3/26/2017 3:00:00 AM,1563,Longil
3/26/2017 3:00:00 AM,556,Mhk Vl
3/26/2017 3:00:00 AM,227,Millwd
3/26/2017 3:00:00 AM,4201,N.Y.C.
3/26/2017 3:00:00 AM,459,North
3/26/2017 3:00:00 AM,1388,West
3/26/2017 3:00:00 AM,12741,NYISO
3/26/2017 4:00:00 AM,1022,Capitl
3/26/2017 4:00:00 AM,1363,Centrl
3/26/2017 4:00:00 AM,454,Dunwod
3/26/2017 4:00:00 AM,794,Genese
3/26/2017 4:00:00 AM,750,Hud Vl
3/26/2017 4:00:00 AM,1561,Longil
3/26/2017 4:00:00 AM,564,Mhk Vl
3/26/2017 4:00:00 AM,227,Millwd
3/26/2017 4:00:00 AM,4159,N.Y.C.
3/26/2017 4:00:00 AM,462,North
3/26/2017 4:00:00 AM,1391,West
3/26/2017 4:00:00 AM,12747,NYISO
3/26/2017 5:00:00 AM,1045,Capitl
3/26/2017 5:00:00 AM,1407,Centrl
3/26/2017 5:00:00 AM,463,Dunwod
3/26/2017 5:00:00 AM,816,Genese
3/26/2017 5:00:00 AM,758,Hud Vl
3/26/2017 5:00:00 AM,1583,Longil
3/26/2017 5:00:00 AM,587,Mhk Vl
3/26/2017 5:00:00 AM,233,Millwd
3/26/2017 5:00:00 AM,4178,N.Y.C.
3/26/2017 5:00:00 AM,470,North
3/26/2017 5:00:00 AM,1420,West
3/26/2017 5:00:00 AM,12960,NYISO
3/26/2017 6:00:00 AM,1082,Capitl
3/26/2017 6:00:00 AM,1479,Centrl
3/26/2017 6:00:00 AM,482,Dunwod
3/26/2017 6:00:00 AM,853,Genese
3/26/2017 6:00:00 AM,790,Hud Vl
3/26/2017 6:00:00 AM,1635,Longil
3/26/2017 6:00:00 AM,616,Mhk Vl
3/26/2017 6:00:00 AM,243,Millwd
3/26/2017 6:00:00 AM,4270,N.Y.C.
3/26/2017 6:00:00 AM,482,North
3/26/2017 6:00:00 AM,1472,West
3/26/2017 6:00:00 AM,13404,NYISO
3/26/2017 7:00:00 AM,1114,Capitl
3/26/2017 7:00:00 AM,1532,Centrl
3/26/2017 7:00:00 AM,502,Dunwod
3/26/2017 7:00:00 AM,880,Genese
3/26/2017 7:00:00 AM,821,Hud Vl
3/26/2017 7:00:00 AM,1679,Longil
3/26/2017 7:00:00 AM,647,Mhk Vl
3/26/2017 7:00:00 AM,254,Millwd
3/26/2017 7:00:00 AM,4375,N.Y.C.
3/26/2017 7:00:00 AM,494,North
3/26/2017 7:00:00 AM,1512,West
3/26/2017 7:00:00 AM,13810,NYISO
3/26/2017 8:00:00 AM,1173,Capitl
3/26/2017 8:00:00 AM,1598,Centrl
3/26/2017 8:00:00 AM,536,Dunwod
3/26/2017 8:00:00 AM,923,Genese
3/26/2017 8:00:00 AM,877,Hud Vl
3/26/2017 8:00:00 AM,1779,Longil
3/26/2017 8:00:00 AM,691,Mhk Vl
3/26/2017 8:00:00 AM,271,Millwd
3/26/2017 8:00:00 AM,4602,N.Y.C.
3/26/2017 8:00:00 AM,505,North
3/26/2017 8:00:00 AM,1559,West
3/26/2017 8:00:00 AM,14514,NYISO
3/26/2017 9:00:00 AM,1209,Capitl
3/26/2017 9:00:00 AM,1644,Centrl
3/26/2017 9:00:00 AM,570,Dunwod
3/26/2017 9:00:00 AM,966,Genese
3/26/2017 9:00:00 AM,925,Hud Vl
3/26/2017 9:00:00 AM,1880,Longil
3/26/2017 9:00:00 AM,735,Mhk Vl
3/26/2017 9:00:00 AM,285,Millwd
3/26/2017 9:00:00 AM,4809,N.Y.C.
3/26/2017 9:00:00 AM,516,North
3/26/2017 9:00:00 AM,1610,West
3/26/2017 9:00:00 AM,15149,NYISO
3/26/2017 10:00:00 AM,951,Hud Vl
3/26/2017 10:00:00 AM,1215,Capitl
3/26/2017 10:00:00 AM,1921,Longil
3/26/2017 10:00:00 AM,1656,Centrl
3/26/2017 10:00:00 AM,739,Mhk Vl
3/26/2017 10:00:00 AM,589,Dunwod
3/26/2017 10:00:00 AM,293,Millwd
3/26/2017 10:00:00 AM,976,Genese
3/26/2017 10:00:00 AM,5001,N.Y.C.
3/26/2017 10:00:00 AM,515,North
3/26/2017 10:00:00 AM,1625,West
3/26/2017 10:00:00 AM,15481,NYISO
3/26/2017 11:00:00 AM,1204,Capitl
3/26/2017 11:00:00 AM,1648,Centrl
3/26/2017 11:00:00 AM,597,Dunwod
3/26/2017 11:00:00 AM,975,Genese
3/26/2017 11:00:00 AM,954,Hud Vl
3/26/2017 11:00:00 AM,1945,Longil
3/26/2017 11:00:00 AM,731,Mhk Vl
3/26/2017 11:00:00 AM,293,Millwd
3/26/2017 11:00:00 AM,5127,N.Y.C.
3/26/2017 11:00:00 AM,511,North
3/26/2017 11:00:00 AM,1621,West
3/26/2017 11:00:00 AM,15606,NYISO
3/26/2017 12:00:00 PM,1186,Capitl
3/26/2017 12:00:00 PM,1633,Centrl
3/26/2017 12:00:00 PM,596,Dunwod
3/26/2017 12:00:00 PM,967,Genese
3/26/2017 12:00:00 PM,950,Hud Vl
3/26/2017 12:00:00 PM,1948,Longil
3/26/2017 12:00:00 PM,714,Mhk Vl
3/26/2017 12:00:00 PM,291,Millwd
3/26/2017 12:00:00 PM,5192,N.Y.C.
3/26/2017 12:00:00 PM,505,North
3/26/2017 12:00:00 PM,1610,West
3/26/2017 12:00:00 PM,15592,NYISO
3/26/2017 1:00:00 PM,1170,Capitl
3/26/2017 1:00:00 PM,1598,Centrl
3/26/2017 1:00:00 PM,591,Dunwod
3/26/2017 1:00:00 PM,955,Genese
3/26/2017 1:00:00 PM,941,Hud Vl
3/26/2017 1:00:00 PM,1942,Longil
3/26/2017 1:00:00 PM,693,Mhk Vl
3/26/2017 1:00:00 PM,287,Millwd
3/26/2017 1:00:00 PM,5217,N.Y.C.
3/26/2017 1:00:00 PM,499,North
3/26/2017 1:00:00 PM,1596,West
3/26/2017 1:00:00 PM,15489,NYISO
3/26/2017 2:00:00 PM,1158,Capitl
3/26/2017 2:00:00 PM,1571,Centrl
3/26/2017 2:00:00 PM,585,Dunwod
3/26/2017 2:00:00 PM,940,Genese
3/26/2017 2:00:00 PM,938,Hud Vl
3/26/2017 2:00:00 PM,1940,Longil
3/26/2017 2:00:00 PM,676,Mhk Vl
3/26/2017 2:00:00 PM,283,Millwd
3/26/2017 2:00:00 PM,5222,N.Y.C.
3/26/2017 2:00:00 PM,491,North
3/26/2017 2:00:00 PM,1581,West
3/26/2017 2:00:00 PM,15385,NYISO
3/26/2017 3:00:00 PM,1161,Capitl
3/26/2017 3:00:00 PM,1566,Centrl
3/26/2017 3:00:00 PM,582,Dunwod
3/26/2017 3:00:00 PM,932,Genese
3/26/2017 3:00:00 PM,940,Hud Vl
3/26/2017 3:00:00 PM,1946,Longil
3/26/2017 3:00:00 PM,670,Mhk Vl
3/26/2017 3:00:00 PM,283,Millwd
3/26/2017 3:00:00 PM,5239,N.Y.C.
3/26/2017 3:00:00 PM,485,North
3/26/2017 3:00:00 PM,1566,West
3/26/2017 3:00:00 PM,15370,NYISO
3/26/2017 4:00:00 PM,1181,Capitl
3/26/2017 4:00:00 PM,1586,Centrl
3/26/2017 4:00:00 PM,585,Dunwod
3/26/2017 4:00:00 PM,942,Genese
3/26/2017 4:00:00 PM,954,Hud Vl
3/26/2017 4:00:00 PM,1975,Longil
3/26/2017 4:00:00 PM,672,Mhk Vl
3/26/2017 4:00:00 PM,290,Millwd
3/26/2017 4:00:00 PM,5263,N.Y.C.
3/26/2017 4:00:00 PM,485,North
3/26/2017 4:00:00 PM,1575,West
3/26/2017 4:00:00 PM,15508,NYISO
3/26/2017 5:00:00 PM,1213,Capitl
3/26/2017 5:00:00 PM,1627,Centrl
3/26/2017 5:00:00 PM,594,Dunwod
3/26/2017 5:00:00 PM,958,Genese
3/26/2017 5:00:00 PM,981,Hud Vl
3/26/2017 5:00:00 PM,2059,Longil
3/26/2017 5:00:00 PM,681,Mhk Vl
3/26/2017 5:00:00 PM,304,Millwd
3/26/2017 5:00:00 PM,5327,N.Y.C.
3/26/2017 5:00:00 PM,488,North
3/26/2017 5:00:00 PM,1586,West
3/26/2017 5:00:00 PM,15818,NYISO
3/26/2017 6:00:00 PM,1239,Capitl
3/26/2017 6:00:00 PM,1656,Centrl
3/26/2017 6:00:00 PM,609,Dunwod
3/26/2017 6:00:00 PM,964,Genese
3/26/2017 6:00:00 PM,1008,Hud Vl
3/26/2017 6:00:00 PM,2140,Longil
3/26/2017 6:00:00 PM,697,Mhk Vl
3/26/2017 6:00:00 PM,319,Millwd
3/26/2017 6:00:00 PM,5408,N.Y.C.
3/26/2017 6:00:00 PM,492,North
3/26/2017 6:00:00 PM,1603,West
3/26/2017 6:00:00 PM,16135,NYISO
3/26/2017 7:00:00 PM,1297,Capitl
3/26/2017 7:00:00 PM,1727,Centrl
3/26/2017 7:00:00 PM,645,Dunwod
3/26/2017 7:00:00 PM,1008,Genese
3/26/2017 7:00:00 PM,1062,Hud Vl
3/26/2017 7:00:00 PM,2276,Longil
3/26/2017 7:00:00 PM,725,Mhk Vl
3/26/2017 7:00:00 PM,336,Millwd
3/26/2017 7:00:00 PM,5557,N.Y.C.
3/26/2017 7:00:00 PM,503,North
3/26/2017 7:00:00 PM,1655,West
3/26/2017 7:00:00 PM,16791,NYISO
3/26/2017 8:00:00 PM,1308,Capitl
3/26/2017 8:00:00 PM,1754,Centrl
3/26/2017 8:00:00 PM,653,Dunwod
3/26/2017 8:00:00 PM,1041,Genese
3/26/2017 8:00:00 PM,1064,Hud Vl
3/26/2017 8:00:00 PM,2293,Longil
3/26/2017 8:00:00 PM,731,Mhk Vl
3/26/2017 8:00:00 PM,337,Millwd
3/26/2017 8:00:00 PM,5566,N.Y.C.
3/26/2017 8:00:00 PM,504,North
3/26/2017 8:00:00 PM,1716,West
3/26/2017 8:00:00 PM,16967,NYISO
3/26/2017 9:00:00 PM,1249,Capitl
3/26/2017 9:00:00 PM,1692,Centrl
3/26/2017 9:00:00 PM,640,Dunwod
3/26/2017 9:00:00 PM,1008,Genese
3/26/2017 9:00:00 PM,1019,Hud Vl
3/26/2017 9:00:00 PM,2203,Longil
3/26/2017 9:00:00 PM,707,Mhk Vl
3/26/2017 9:00:00 PM,327,Millwd
3/26/2017 9:00:00 PM,5450,N.Y.C.
3/26/2017 9:00:00 PM,497,North
3/26/2017 9:00:00 PM,1700,West
3/26/2017 9:00:00 PM,16492,NYISO
3/26/2017 10:00:00 PM,1170,Capitl
3/26/2017 10:00:00 PM,1591,Centrl
3/26/2017 10:00:00 PM,604,Dunwod
3/26/2017 10:00:00 PM,947,Genese
3/26/2017 10:00:00 PM,946,Hud Vl
3/26/2017 10:00:00 PM,2054,Longil
3/26/2017 10:00:00 PM,665,Mhk Vl
3/26/2017 10:00:00 PM,303,Millwd
3/26/2017 10:00:00 PM,5203,N.Y.C.
3/26/2017 10:00:00 PM,484,North
3/26/2017 10:00:00 PM,1636,West
3/26/2017 10:00:00 PM,15603,NYISO
3/26/2017 11:00:00 PM,1100,Capitl
3/26/2017 11:00:00 PM,1501,Centrl
3/26/2017 11:00:00 PM,564,Dunwod
3/26/2017 11:00:00 PM,891,Genese
3/26/2017 11:00:00 PM,877,Hud Vl
3/26/2017 11:00:00 PM,1897,Longil
3/26/2017 11:00:00 PM,628,Mhk Vl
3/26/2017 11:00:00 PM,278,Millwd
3/26/2017 11:00:00 PM,4886,N.Y.C.
3/26/2017 11:00:00 PM,473,North
3/26/2017 11:00:00 PM,1563,West
3/26/2017 11:00:00 PM,14658,NYISO
3/27/2017 12:00:00 AM,1090,Capitl
3/27/2017 12:00:00 AM,1455,Centrl
3/27/2017 12:00:00 AM,529,Dunwod
3/27/2017 12:00:00 AM,866,Genese
3/27/2017 12:00:00 AM,842,Hud Vl
3/27/2017 12:00:00 AM,1809,Longil
3/27/2017 12:00:00 AM,623,Mhk Vl
3/27/2017 12:00:00 AM,259,Millwd
3/27/2017 12:00:00 AM,4648,N.Y.C.
3/27/2017 12:00:00 AM,485,North
3/27/2017 12:00:00 AM,1483,West
3/27/2017 12:00:00 AM,14089,NYISO
3/27/2017 1:00:00 AM,1064,Capitl
3/27/2017 1:00:00 AM,1434,Centrl
3/27/2017 1:00:00 AM,506,Dunwod
3/27/2017 1:00:00 AM,844,Genese
3/27/2017 1:00:00 AM,814,Hud Vl
3/27/2017 1:00:00 AM,1736,Longil
3/27/2017 1:00:00 AM,610,Mhk Vl
3/27/2017 1:00:00 AM,248,Millwd
3/27/2017 1:00:00 AM,4463,N.Y.C.
3/27/2017 1:00:00 AM,485,North
3/27/2017 1:00:00 AM,1456,West
3/27/2017 1:00:00 AM,13660,NYISO
3/27/2017 2:00:00 AM,1054,Capitl
3/27/2017 2:00:00 AM,1422,Centrl
3/27/2017 2:00:00 AM,495,Dunwod
3/27/2017 2:00:00 AM,835,Genese
3/27/2017 2:00:00 AM,802,Hud Vl
3/27/2017 2:00:00 AM,1699,Longil
3/27/2017 2:00:00 AM,604,Mhk Vl
3/27/2017 2:00:00 AM,245,Millwd
3/27/2017 2:00:00 AM,4350,N.Y.C.
3/27/2017 2:00:00 AM,483,North
3/27/2017 2:00:00 AM,1448,West
3/27/2017 2:00:00 AM,13437,NYISO
3/27/2017 3:00:00 AM,805,Hud Vl
3/27/2017 3:00:00 AM,1060,Capitl
3/27/2017 3:00:00 AM,1696,Longil
3/27/2017 3:00:00 AM,1430,Centrl
3/27/2017 3:00:00 AM,606,Mhk Vl
3/27/2017 3:00:00 AM,841,Genese
3/27/2017 3:00:00 AM,244,Millwd
3/27/2017 3:00:00 AM,490,Dunwod
3/27/2017 3:00:00 AM,4310,N.Y.C.
3/27/2017 3:00:00 AM,484,North
3/27/2017 3:00:00 AM,1447,West
3/27/2017 3:00:00 AM,13413,NYISO
3/27/2017 4:00:00 AM,1089,Capitl
3/27/2017 4:00:00 AM,1471,Centrl
3/27/2017 4:00:00 AM,498,Dunwod
3/27/2017 4:00:00 AM,869,Genese
3/27/2017 4:00:00 AM,824,Hud Vl
3/27/2017 4:00:00 AM,1736,Longil
3/27/2017 4:00:00 AM,624,Mhk Vl
3/27/2017 4:00:00 AM,251,Millwd
3/27/2017 4:00:00 AM,4358,N.Y.C.
3/27/2017 4:00:00 AM,490,North
3/27/2017 4:00:00 AM,1471,West
3/27/2017 4:00:00 AM,13681,NYISO
3/27/2017 5:00:00 AM,1168,Capitl
3/27/2017 5:00:00 AM,1588,Centrl
3/27/2017 5:00:00 AM,537,Dunwod
3/27/2017 5:00:00 AM,945,Genese
3/27/2017 5:00:00 AM,876,Hud Vl
3/27/2017 5:00:00 AM,1865,Longil
3/27/2017 5:00:00 AM,679,Mhk Vl
3/27/2017 5:00:00 AM,275,Millwd
3/27/2017 5:00:00 AM,4596,N.Y.C.
3/27/2017 5:00:00 AM,505,North
3/27/2017 5:00:00 AM,1550,West
3/27/2017 5:00:00 AM,14584,NYISO
3/27/2017 6:00:00 AM,1325,Capitl
3/27/2017 6:00:00 AM,1794,Centrl
3/27/2017 6:00:00 AM,611,Dunwod
3/27/2017 6:00:00 AM,1068,Genese
3/27/2017 6:00:00 AM,984,Hud Vl
3/27/2017 6:00:00 AM,2108,Longil
3/27/2017 6:00:00 AM,767,Mhk Vl
3/27/2017 6:00:00 AM,315,Millwd
3/27/2017 6:00:00 AM,5152,N.Y.C.
3/27/2017 6:00:00 AM,529,North
3/27/2017 6:00:00 AM,1697,West
3/27/2017 6:00:00 AM,16350,NYISO
3/27/2017 7:00:00 AM,1404,Capitl
3/27/2017 7:00:00 AM,1896,Centrl
3/27/2017 7:00:00 AM,673,Dunwod
3/27/2017 7:00:00 AM,1133,Genese
3/27/2017 7:00:00 AM,1051,Hud Vl
3/27/2017 7:00:00 AM,2277,Longil
3/27/2017 7:00:00 AM,815,Mhk Vl
3/27/2017 7:00:00 AM,344,Millwd
3/27/2017 7:00:00 AM,5707,N.Y.C.
3/27/2017 7:00:00 AM,544,North
3/27/2017 7:00:00 AM,1789,West
3/27/2017 7:00:00 AM,17633,NYISO
3/27/2017 8:00:00 AM,1401,Capitl
3/27/2017 8:00:00 AM,1900,Centrl
3/27/2017 8:00:00 AM,695,Dunwod
3/27/2017 8:00:00 AM,1149,Genese
3/27/2017 8:00:00 AM,1078,Hud Vl
3/27/2017 8:00:00 AM,2346,Longil
3/27/2017 8:00:00 AM,826,Mhk Vl
3/27/2017 8:00:00 AM,351,Millwd
3/27/2017 8:00:00 AM,6070,N.Y.C.
3/27/2017 8:00:00 AM,541,North
3/27/2017 8:00:00 AM,1812,West
3/27/2017 8:00:00 AM,18169,NYISO
3/27/2017 9:00:00 AM,1400,Capitl
3/27/2017 9:00:00 AM,1891,Centrl
3/27/2017 9:00:00 AM,710,Dunwod
3/27/2017 9:00:00 AM,1153,Genese
3/27/2017 9:00:00 AM,1092,Hud Vl
3/27/2017 9:00:00 AM,2369,Longil
3/27/2017 9:00:00 AM,837,Mhk Vl
3/27/2017 9:00:00 AM,357,Millwd
3/27/2017 9:00:00 AM,6352,N.Y.C.
3/27/2017 9:00:00 AM,536,North
3/27/2017 9:00:00 AM,1829,West
3/27/2017 9:00:00 AM,18526,NYISO
3/27/2017 10:00:00 AM,1385,Capitl
3/27/2017 10:00:00 AM,1882,Centrl
3/27/2017 10:00:00 AM,715,Dunwod
3/27/2017 10:00:00 AM,1150,Genese
3/27/2017 10:00:00 AM,1090,Hud Vl
3/27/2017 10:00:00 AM,2360,Longil
3/27/2017 10:00:00 AM,830,Mhk Vl
3/27/2017 10:00:00 AM,356,Millwd
3/27/2017 10:00:00 AM,6435,N.Y.C.
3/27/2017 10:00:00 AM,530,North
3/27/2017 10:00:00 AM,1829,West
3/27/2017 10:00:00 AM,18562,NYISO
3/27/2017 11:00:00 AM,1365,Capitl
3/27/2017 11:00:00 AM,1858,Centrl
3/27/2017 11:00:00 AM,707,Dunwod
3/27/2017 11:00:00 AM,1136,Genese
3/27/2017 11:00:00 AM,1075,Hud Vl
3/27/2017 11:00:00 AM,2330,Longil
3/27/2017 11:00:00 AM,816,Mhk Vl
3/27/2017 11:00:00 AM,349,Millwd
3/27/2017 11:00:00 AM,6454,N.Y.C.
3/27/2017 11:00:00 AM,524,North
3/27/2017 11:00:00 AM,1810,West
3/27/2017 11:00:00 AM,18424,NYISO
3/27/2017 12:00:00 PM,1344,Capitl
3/27/2017 12:00:00 PM,1825,Centrl
3/27/2017 12:00:00 PM,698,Dunwod
3/27/2017 12:00:00 PM,1120,Genese
3/27/2017 12:00:00 PM,1054,Hud Vl
3/27/2017 12:00:00 PM,2287,Longil
3/27/2017 12:00:00 PM,797,Mhk Vl
3/27/2017 12:00:00 PM,343,Millwd
3/27/2017 12:00:00 PM,6433,N.Y.C.
3/27/2017 12:00:00 PM,517,North
3/27/2017 12:00:00 PM,1779,West
3/27/2017 12:00:00 PM,18197,NYISO
3/27/2017 1:00:00 PM,1330,Capitl
3/27/2017 1:00:00 PM,1800,Centrl
3/27/2017 1:00:00 PM,692,Dunwod
3/27/2017 1:00:00 PM,1105,Genese
3/27/2017 1:00:00 PM,1039,Hud Vl
3/27/2017 1:00:00 PM,2244,Longil
3/27/2017 1:00:00 PM,786,Mhk Vl
3/27/2017 1:00:00 PM,337,Millwd
3/27/2017 1:00:00 PM,6400,N.Y.C.
3/27/2017 1:00:00 PM,510,North
3/27/2017 1:00:00 PM,1769,West
3/27/2017 1:00:00 PM,18012,NYISO
3/27/2017 2:00:00 PM,1314,Capitl
3/27/2017 2:00:00 PM,1760,Centrl
3/27/2017 2:00:00 PM,681,Dunwod
3/27/2017 2:00:00 PM,1082,Genese
3/27/2017 2:00:00 PM,1025,Hud Vl
3/27/2017 2:00:00 PM,2218,Longil
3/27/2017 2:00:00 PM,769,Mhk Vl
3/27/2017 2:00:00 PM,332,Millwd
3/27/2017 2:00:00 PM,6349,N.Y.C.
3/27/2017 2:00:00 PM,503,North
3/27/2017 2:00:00 PM,1745,West
3/27/2017 2:00:00 PM,17778,NYISO
3/27/2017 3:00:00 PM,1308,Capitl
3/27/2017 3:00:00 PM,1730,Centrl
3/27/2017 3:00:00 PM,677,Dunwod
3/27/2017 3:00:00 PM,1067,Genese
3/27/2017 3:00:00 PM,1020,Hud Vl
3/27/2017 3:00:00 PM,2217,Longil
3/27/2017 3:00:00 PM,757,Mhk Vl
3/27/2017 3:00:00 PM,331,Millwd
3/27/2017 3:00:00 PM,6326,N.Y.C.
3/27/2017 3:00:00 PM,500,North
3/27/2017 3:00:00 PM,1713,West
3/27/2017 3:00:00 PM,17646,NYISO
3/27/2017 4:00:00 PM,1321,Capitl
3/27/2017 4:00:00 PM,1729,Centrl
3/27/2017 4:00:00 PM,671,Dunwod
3/27/2017 4:00:00 PM,1059,Genese
3/27/2017 4:00:00 PM,1028,Hud Vl
3/27/2017 4:00:00 PM,2247,Longil
3/27/2017 4:00:00 PM,757,Mhk Vl
3/27/2017 4:00:00 PM,334,Millwd
3/27/2017 4:00:00 PM,6310,N.Y.C.
3/27/2017 4:00:00 PM,501,North
3/27/2017 4:00:00 PM,1699,West
3/27/2017 4:00:00 PM,17656,NYISO
3/27/2017 5:00:00 PM,1348,Capitl
3/27/2017 5:00:00 PM,1749,Centrl
3/27/2017 5:00:00 PM,662,Dunwod
3/27/2017 5:00:00 PM,1058,Genese
3/27/2017 5:00:00 PM,1048,Hud Vl
3/27/2017 5:00:00 PM,2325,Longil
3/27/2017 5:00:00 PM,764,Mhk Vl
3/27/2017 5:00:00 PM,342,Millwd
3/27/2017 5:00:00 PM,6289,N.Y.C.
3/27/2017 5:00:00 PM,504,North
3/27/2017 5:00:00 PM,1693,West
3/27/2017 5:00:00 PM,17782,NYISO
3/27/2017 6:00:00 PM,1375,Capitl
3/27/2017 6:00:00 PM,1772,Centrl
3/27/2017 6:00:00 PM,674,Dunwod
3/27/2017 6:00:00 PM,1065,Genese
3/27/2017 6:00:00 PM,1078,Hud Vl
3/27/2017 6:00:00 PM,2414,Longil
3/27/2017 6:00:00 PM,776,Mhk Vl
3/27/2017 6:00:00 PM,355,Millwd
3/27/2017 6:00:00 PM,6188,N.Y.C.
3/27/2017 6:00:00 PM,508,North
3/27/2017 6:00:00 PM,1700,West
3/27/2017 6:00:00 PM,17905,NYISO
3/27/2017 7:00:00 PM,1425,Capitl
3/27/2017 7:00:00 PM,1828,Centrl
3/27/2017 7:00:00 PM,704,Dunwod
3/27/2017 7:00:00 PM,1101,Genese
3/27/2017 7:00:00 PM,1133,Hud Vl
3/27/2017 7:00:00 PM,2545,Longil
3/27/2017 7:00:00 PM,798,Mhk Vl
3/27/2017 7:00:00 PM,369,Millwd
3/27/2017 7:00:00 PM,6218,N.Y.C.
3/27/2017 7:00:00 PM,516,North
3/27/2017 7:00:00 PM,1739,West
3/27/2017 7:00:00 PM,18376,NYISO
3/27/2017 8:00:00 PM,1426,Capitl
3/27/2017 8:00:00 PM,1835,Centrl
3/27/2017 8:00:00 PM,700,Dunwod
3/27/2017 8:00:00 PM,1119,Genese
3/27/2017 8:00:00 PM,1136,Hud Vl
3/27/2017 8:00:00 PM,2556,Longil
3/27/2017 8:00:00 PM,795,Mhk Vl
3/27/2017 8:00:00 PM,365,Millwd
3/27/2017 8:00:00 PM,6147,N.Y.C.
3/27/2017 8:00:00 PM,515,North
3/27/2017 8:00:00 PM,1771,West
3/27/2017 8:00:00 PM,18365,NYISO
3/27/2017 9:00:00 PM,1354,Capitl
3/27/2017 9:00:00 PM,1761,Centrl
3/27/2017 9:00:00 PM,672,Dunwod
3/27/2017 9:00:00 PM,1080,Genese
3/27/2017 9:00:00 PM,1079,Hud Vl
3/27/2017 9:00:00 PM,2428,Longil
3/27/2017 9:00:00 PM,765,Mhk Vl
3/27/2017 9:00:00 PM,348,Millwd
3/27/2017 9:00:00 PM,5954,N.Y.C.
3/27/2017 9:00:00 PM,503,North
3/27/2017 9:00:00 PM,1751,West
3/27/2017 9:00:00 PM,17695,NYISO
3/27/2017 10:00:00 PM,1253,Capitl
3/27/2017 10:00:00 PM,1634,Centrl
3/27/2017 10:00:00 PM,621,Dunwod
3/27/2017 10:00:00 PM,1004,Genese
3/27/2017 10:00:00 PM,991,Hud Vl
3/27/2017 10:00:00 PM,2223,Longil
3/27/2017 10:00:00 PM,710,Mhk Vl
3/27/2017 10:00:00 PM,316,Millwd
3/27/2017 10:00:00 PM,5630,N.Y.C.
3/27/2017 10:00:00 PM,488,North
3/27/2017 10:00:00 PM,1672,West
3/27/2017 10:00:00 PM,16542,NYISO
3/27/2017 11:00:00 PM,1166,Capitl
3/27/2017 11:00:00 PM,1527,Centrl
3/27/2017 11:00:00 PM,569,Dunwod
3/27/2017 11:00:00 PM,937,Genese
3/27/2017 11:00:00 PM,908,Hud Vl
3/27/2017 11:00:00 PM,2015,Longil
3/27/2017 11:00:00 PM,660,Mhk Vl
3/27/2017 11:00:00 PM,284,Millwd
3/27/2017 11:00:00 PM,5232,N.Y.C.
3/27/2017 11:00:00 PM,477,North
3/27/2017 11:00:00 PM,1582,West
3/27/2017 11:00:00 PM,15357,NYISO
3/28/2017 12:00:00 AM,1112,Capitl
3/28/2017 12:00:00 AM,1494,Centrl
3/28/2017 12:00:00 AM,528,Dunwod
3/28/2017 12:00:00 AM,904,Genese
3/28/2017 12:00:00 AM,859,Hud Vl
3/28/2017 12:00:00 AM,1850,Longil
3/28/2017 12:00:00 AM,646,Mhk Vl
3/28/2017 12:00:00 AM,254,Millwd
3/28/2017 12:00:00 AM,4721,N.Y.C.
3/28/2017 12:00:00 AM,484,North
3/28/2017 12:00:00 AM,1505,West
3/28/2017 12:00:00 AM,14357,NYISO
3/28/2017 1:00:00 AM,1083,Capitl
3/28/2017 1:00:00 AM,1464,Centrl
3/28/2017 1:00:00 AM,505,Dunwod
3/28/2017 1:00:00 AM,874,Genese
3/28/2017 1:00:00 AM,827,Hud Vl
3/28/2017 1:00:00 AM,1771,Longil
3/28/2017 1:00:00 AM,631,Mhk Vl
3/28/2017 1:00:00 AM,244,Millwd
3/28/2017 1:00:00 AM,4496,N.Y.C.
3/28/2017 1:00:00 AM,483,North
3/28/2017 1:00:00 AM,1461,West
3/28/2017 1:00:00 AM,13839,NYISO
3/28/2017 2:00:00 AM,1069,Capitl
3/28/2017 2:00:00 AM,1442,Centrl
3/28/2017 2:00:00 AM,492,Dunwod
3/28/2017 2:00:00 AM,859,Genese
3/28/2017 2:00:00 AM,812,Hud Vl
3/28/2017 2:00:00 AM,1728,Longil
3/28/2017 2:00:00 AM,623,Mhk Vl
3/28/2017 2:00:00 AM,241,Millwd
3/28/2017 2:00:00 AM,4373,N.Y.C.
3/28/2017 2:00:00 AM,482,North
3/28/2017 2:00:00 AM,1440,West
